rent_price,m2,Deposit,Type_of_building,room_number,Building_material,Year_of_construction,floor,windows,Number_of_floors,Heating,media,security,link_2,Additional_information,Equipment,location,latitude,longitude
2090.0,38.0,2490.0,apartamentowiec,2.0,cegła,2019.0,3.0,plastikowe,3.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/cichy-apartament-m2-z-balkonem-i-garazem-ID4djbu,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Białołęka, ul. Mariana Hemara",,
4500.0,90.0,5000.0,apartamentowiec,3.0,,,6.0,plastikowe,,miejskie,,"system alarmowy, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/apartament-na-ursynowie-w-cenie-2-x-garaz-ID46qJi,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ursynów",,
3300.0,72.5,4200.0,apartamentowiec,3.0,pustak,2010.0,1.0,drewniane,4.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/3-pokoje-miasteczko-wilanow-72m-ciche-garaz-ID4dluu,"balkon, piwnica, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wilanów, Al. Rzeczypospolitej",,
6000.0,45.0,6000.0,apartamentowiec,2.0,,2020.0,2.0,,6.0,miejskie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-dwupokojowe-na-wynajem-ID4cTGy,"klimatyzacja, balkon, piwnica, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Śródmieście, Dobra 32",,
2500.0,49.1,2500.0,blok,2.0,pustak,1991.0,5.0,plastikowe,6.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/metro-szwedzka-stalowa-srodkowa-2-pokoje-49m-ID4dusQ,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Praga-Północ, ul. Stalowa",,
2550.0,47.0,2700.0,blok,2.0,,2017.0,3.0,plastikowe,,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-z-garazem-ID4dj93,"balkon, garaż/miejsce parkingowe, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola, ul. Stanisława Worcella",,
4000.0,65.0,4000.0,kamienica,3.0,,1950.0,3.0,plastikowe,5.0,miejskie,,"teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/mieszkanie-65-m2-plac-konstytucji-bezposrednio-ID4dlu3,"piwnica, winda","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Śródmieście, Śródmieście Południowe",,
2000.0,57.7,2000.0,blok,2.0,,,5.0,plastikowe,7.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/wynajme-2-pokoje-w-wa-bielany-2-950-zl-z-oplatami-ID4diGM,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bielany, Wrzeciono 63a",,
2900.0,61.0,3800.0,blok,3.0,,1984.0,2.0,plastikowe,8.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/3-pokojowe-z-garderoba-i-klimatyzacja-na-sadybie-ID4dgCh,"klimatyzacja, balkon, winda, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów",,
2200.0,39.0,3000.0,blok,2.0,,2010.0,5.0,plastikowe,6.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",https://www.otodom.pl/pl/oferta/2-pokoje-miejsce-w-garazu-podziemnym-ID4dqr9,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bemowo",,
4200.0,100.0,4200.0,apartamentowiec,4.0,,,2.0,,,,,,https://www.otodom.pl/pl/oferta/apartament-saska-kepa-meksykanska-100m-ID4d8lm,,,"Warszawa, Praga-Południe, Saska Kępa, Meksykańska 6",,
1950.0,44.0,2000.0,blok,2.0,cegła,2005.0,1.0,drewniane,3.0,miejskie,telewizja kablowa,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-bemowo-osiedle-lesne-ID48azM,"balkon, piwnica, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bemowo, ul. Księcia Bolesława 5C",,
2300.0,53.0,2300.0,blok,3.0,cegła,,4.0,plastikowe,5.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/53-m2-grochow-garwolinska-3-pokoje-ID4cU6p,"balkon, piwnica","lodówka, meble, kuchenka, pralka","Warszawa, Praga-Południe, ul. Garwolińska",,
3000.0,30.0,3000.0,apartamentowiec,2.0,cegła,2020.0,6.0,drewniane,6.0,miejskie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/centrum-browary-warszawskie-lux-30-m2-ID4d8vr,"winda, tylko dla niepalących","zmywarka, lodówka, meble, kuchenka, telewizor, pralka","Warszawa, Śródmieście, ul. Krochmalna 54",,
2000.0,25.0,2300.0,apartamentowiec,1.0,cegła,2014.0,1.0,plastikowe,11.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/kawalerka-w-soho-factory-od-15-pazdziernika-2021-ID2BW5I,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Praga-Południe, Kamionek, Mińska 25C",,
2000.0,40.0,,blok,2.0,,,1.0,,,,,,https://www.otodom.pl/pl/oferta/wynajme-piekne-mieszkanie-na-chlodnej-ID4biDk,,,"Warszawa, Wola, Mirów, ul. Chłodna",,
2700.0,35.0,2500.0,kamienica,2.0,cegła,,4.0,drewniane,4.0,,"telewizja kablowa, internet, telefon",domofon / wideofon,https://www.otodom.pl/pl/oferta/urocze-studio-na-starym-mokotowie-ID4dusb,"ogródek, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, Górny Mokotów, ul. Jarosława Dąbrowskiego",,
2000.0,44.0,2630.0,kamienica,2.0,cegła,1935.0,,plastikowe,5.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-44-m2-warszawa-centrum-ID46a9y,tylko dla niepalących,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wola, ul. Edwarda Gibalskiego",,
2200.0,38.0,2200.0,blok,2.0,cegła,1960.0,3.0,plastikowe,3.0,miejskie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/wynajme-bezposrednio-mieszkanie-38-m2-na-ochocie-ID4dus6,"balkon, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota, ul. Stefana Banacha",,
2200.0,37.0,2200.0,blok,2.0,,,3.0,plastikowe,3.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszkanie-37m2-bielany-do-wynajecia-ID4dus9,"balkon, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bielany, ul. Antoniego Magiera",,
2300.0,53.0,2300.0,blok,3.0,inne,1971.0,4.0,drewniane,4.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-sadach-zoliborskich-ID4dlqs,"balkon, piwnica, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Żoliborz, Sady Żoliborskie, ul. Stanisława Tołwińskiego",,
3200.0,40.0,3000.0,kamienica,1.0,cegła,1953.0,3.0,plastikowe,5.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/komfortowe-studio-na-zurawiej-ID46QMU,"klimatyzacja, balkon, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Centrum, Żurawia",,
2200.0,44.0,2000.0,blok,2.0,,,1.0,plastikowe,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-wilanow-bezposrednio-czynsz-w-cenie-ID4dnM7,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wilanów, ul. Jana III Sobieskiego",,
1800.0,25.0,1800.0,apartamentowiec,1.0,cegła,2013.0,1.0,plastikowe,,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/studio-do-wynajecia-rezerwacja-ID4dloZ,"garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wawer, Marysin Wawerski, ul. Korkowa",,
2400.0,43.0,2800.0,,2.0,,,1.0,,3.0,,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/bezposrednio-wynajme-2-pokojowe-mieszaknie-ochota-ID4d3lM,,"lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota, ul. Drawska",,
2390.0,59.0,4800.0,blok,2.0,cegła,2009.0,3.0,drewniane,5.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wynajme-bezposrednio-super-mieszkanie-ID3Hrwm,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, pralka","Warszawa, Bemowo, Obrońców Tobruku",,
2200.0,44.0,3000.0,apartamentowiec,2.0,,2016.0,2.0,plastikowe,7.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-bielany-ul-nocznickiego-ID42vAE,"balkon, winda, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bielany, ul. Tomasza Nocznickiego",,
3300.0,65.0,1.0,apartamentowiec,3.0,,,,,,,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wynajme-na-biuro-lub-cicha-dzialalnosc-ID4dlm6,,"zmywarka, lodówka, kuchenka, pralka","Warszawa, Praga-Południe, Saska Kępa, walecznych",,
2600.0,48.0,2600.0,blok,2.0,cegła,,4.0,plastikowe,5.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/pl-zbawiciela-48m2-2-pokoje-za-2600-pln-mc-ID4dur9,"winda, tylko dla niepalących, oddzielna kuchnia","lodówka, piekarnik, kuchenka, pralka","Warszawa, Śródmieście, ul. Marszałkowska 27/35",,
2900.0,42.3,3500.0,apartamentowiec,2.0,,2021.0,2.0,plastikowe,7.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/nowe-urzadzone-2-pok-mieszkanie-z-garazem-42m-ID4dllb,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, ul. Racjonalizacji",,
3500.0,59.0,5000.0,blok,3.0,,,3.0,,8.0,,,"teren zamknięty, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ochota-ul-borsucza-3-pok-59-m-balkon-garaz-ID4cE64,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Ochota, ul. Borsucza",,
3500.0,59.0,5000.0,blok,3.0,,2020.0,3.0,,8.0,,,"teren zamknięty, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wlochy-ul-borsucza-3-pok-59-m-garaz-balkon-ID4cE6a,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Włochy, ul. Borsucza",,
3200.0,85.0,3200.0,blok,3.0,,,1.0,plastikowe,3.0,,,"teren zamknięty, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ochota-ul-wlodarzewska-3pok-85-m-balkon-garaz-ID47fQz,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Ochota, ul. Włodarzewska",,
1600.0,28.0,2000.0,blok,1.0,,,5.0,plastikowe,10.0,miejskie,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/kawalerka-28m2-targowek-brodno-ID3MXbm,"winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Targówek, Bródno, ul. Rembielińska 19",,
2100.0,31.0,2500.0,blok,1.0,cegła,2004.0,1.0,drewniane,8.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/kawalerka-tuz-przy-stacji-metra-natolin-ursynow-ID4dhk3,"balkon, piwnica, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Ursynów, Al. Komisji Edukacji Narodowej",,
8900.0,140.0,,apartamentowiec,3.0,,2001.0,9.0,,12.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wyjatkowy-oraz-przestronny-apartament-wilanow-ID48R1T,"klimatyzacja, winda, taras, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wilanów, Jana III Sobieskiego ",,
2400.0,51.0,2400.0,blok,3.0,wielka płyta,,6.0,plastikowe,10.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/bielany-metro-wawrzyszew-3-pokojowe-z-balkonem-ID4dplN,"balkon, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bielany",,
15000.0,153.31,30000.0,kamienica,3.0,,1913.0,4.0,,8.0,,,,https://www.otodom.pl/pl/oferta/apartament-w-historycznej-kamienicy-noakowskiego-ID4dreg,"balkon, winda",,"Warszawa, Śródmieście, Śródmieście Południowe, Noakowskiego",,
2590.0,48.0,3090.0,apartamentowiec,3.0,cegła,2018.0,3.0,plastikowe,6.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ciche-m3-z-balkonem-przy-metrze-mlociny-ID4diYx,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bielany",,
1500.0,30.0,2000.0,blok,1.0,,2000.0,7.0,,11.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/bezposrednio-jednopokojowe-bielany-ID4dokT,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bielany",,
1900.0,46.5,2550.0,blok,2.0,,,3.0,plastikowe,4.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/ursynow-750-metrow-do-metra-imielin-garaz-ID4dosW,"klimatyzacja, balkon, piwnica, garaż/miejsce parkingowe, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ursynów, Warchałowskiego 3",,
2300.0,55.0,3000.0,blok,3.0,,2012.0,5.0,drewniane,5.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-55m2-metro-mlociny-ID4dqs7,"balkon, garaż/miejsce parkingowe, tylko dla niepalących","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Bielany",,
1850.0,37.0,1850.0,blok,1.0,cegła,2007.0,4.0,plastikowe,9.0,miejskie,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/rembielinska-bezposrednio-ID4duqg,balkon,"lodówka, meble, kuchenka, pralka","Warszawa, Targówek, Nowe Bródno, Rembielińska",,
2790.0,48.0,3000.0,blok,2.0,cegła,1950.0,8.0,drewniane,8.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokoje-muranow-nowolipki-ID3HMyE,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wola, Muranów, ul. Mordechaja Anielewicza",,
1950.0,47.0,1950.0,blok,2.0,cegła,2011.0,1.0,plastikowe,3.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wynajme-ciche-2-pokoje-berensona-bialoleka-ID4dezG,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Białołęka, Leona Berensona",,
2300.0,44.0,2300.0,blok,2.0,cegła,1970.0,1.0,plastikowe,3.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-grenadierow-ID4dall,"balkon, garaż/miejsce parkingowe","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe, Grenadierów",,
2200.0,34.0,2000.0,blok,2.0,cegła,2000.0,2.0,plastikowe,3.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/warszawa-mokotow-ul-ludwika-idzikowskiego-ID3GsMs,,"lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, ul. Ludwika Idzikowskiego 22",,
4000.0,54.0,4000.0,apartamentowiec,2.0,cegła,2017.0,2.0,drewniane,8.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/19-dzielnica-warszawa-wola-54m-ID3S5nS,"garaż/miejsce parkingowe, winda, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola, 19 Dzielnica Kolejowa",,
2700.0,50.0,2000.0,blok,2.0,,1990.0,1.0,plastikowe,6.0,miejskie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/jasne-mieszkanie-w-srodmiesciu-50-m-2-pok-parking-ID41aZp,"balkon, piwnica, winda, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola, ul. Srebrna",,
2000.0,57.0,2000.0,blok,2.0,wielka płyta,1990.0,4.0,plastikowe,10.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszkanie-przy-metrze-natolin-ID4duq1,"balkon, winda, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ursynów, ul. Belgradzka ",,
4885.0,57.0,,apartamentowiec,2.0,,2014.0,4.0,,8.0,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-50-metrow-od-metro-wierzbno-ID4dirI,winda,,"Warszawa, Mokotów, Wierzbno, Adama Naruszewicza",,
8500.0,150.0,,apartamentowiec,4.0,,2001.0,1.0,,3.0,inne,,,https://www.otodom.pl/pl/oferta/widok-na-zielen-2-miejsca-postojowe-3-syp-ID4dk2D,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Mokotów, Dolny Mokotów, Płyćwiańska",,
9500.0,92.07,,apartamentowiec,3.0,,2019.0,2.0,,2.0,miejskie,,,https://www.otodom.pl/pl/oferta/apartament-fort-cze-ID4dmo9,winda,,"Warszawa, Mokotów",,
14000.0,172.0,,apartamentowiec,4.0,,2004.0,1.0,,7.0,miejskie,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/apartament-z-widokiem-na-park-saski-ID4cyZ4,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Śródmieście",,
13000.0,145.0,,apartamentowiec,4.0,inne,2005.0,4.0,,4.0,miejskie,internet,monitoring / ochrona,https://www.otodom.pl/pl/oferta/penthouse-z-ogrodem-na-dachu-ID4cyZb,"balkon, piwnica, garaż/miejsce parkingowe, ogródek, winda, taras, pom. użytkowe",meble,"Warszawa, Śródmieście, Łazienki Królewskie",,
10000.0,159.0,,apartamentowiec,4.0,inne,2000.0,3.0,,3.0,miejskie,internet,monitoring / ochrona,https://www.otodom.pl/pl/oferta/nowe-miasto-miejsce-postojowe-ostatnie-pietro-ID4cpUO,"garaż/miejsce parkingowe, winda, taras",,"Warszawa, Śródmieście, Nowe Miasto, Zakroczymska",,
9000.0,130.0,,kamienica,4.0,inne,1997.0,2.0,,5.0,miejskie,internet,,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-przy-parku-lazienkowski-ID4csFh,"winda, taras",,"Warszawa, Mokotów, Podchorążych",,
16500.0,150.0,3500.0,apartamentowiec,5.0,,2009.0,4.0,drewniane,4.0,miejskie,"telewizja kablowa, internet","system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/penthouse-taras-170mkw-bezposrednia-winda-ID4bTfk,"garaż/miejsce parkingowe, winda, taras",meble,"Warszawa, Wilanów, Miasteczko Wilanów",,
22000.0,261.38,,apartamentowiec,5.0,,2001.0,6.0,,6.0,miejskie,,,https://www.otodom.pl/pl/oferta/penthouse-60m-tarasu-4-miejsca-postojowe-ID4bWQR,"balkon, garaż/miejsce parkingowe, winda, taras, dwupoziomowe, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Dolny Mokotów, Jana III Sobieskiego",,
9500.0,146.0,,apartamentowiec,4.0,,2000.0,1.0,,4.0,inne,,"teren zamknięty, monitoring / ochrona",https://www.otodom.pl/pl/oferta/3-sypialnie-pod-skocznia-widok-na-zielen-ID4alci,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Mokotów, Dolny Mokotów, Pod Skocznią",,
17000.0,146.0,,apartamentowiec,3.0,,2010.0,2.0,,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/apartament-przy-lazienkach-krolewskich-ID49Msa,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Mokotów, Dolny Mokotów, Parkowa",,
3500.0,70.0,3500.0,kamienica,3.0,cegła,1950.0,,plastikowe,4.0,miejskie,internet,"teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/mieszkanie-70-m2-ochota-ul-barska-ID2L3rF,oddzielna kuchnia,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota, Barska",,
2500.0,60.0,2500.0,blok,3.0,cegła,1968.0,3.0,plastikowe,3.0,miejskie,"telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/3-osobne-pokoje-grochow-ID4c3nv,"balkon, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe, Grochów",,
2700.0,60.0,3500.0,blok,3.0,wielka płyta,,1.0,plastikowe,4.0,kotłownia,,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-po-remoncie-ID3UT3e,"balkon, oddzielna kuchnia","zmywarka, lodówka, piekarnik, kuchenka, pralka","Warszawa, Ursus, ul. Orląt Lwowskich",,
19000.0,203.0,,apartamentowiec,6.0,,2010.0,4.0,,5.0,miejskie,,"teren zamknięty, monitoring / ochrona",https://www.otodom.pl/pl/oferta/widok-na-zielen-5-sypialni-3-miejsca-postojowe-ID49Wgr,"garaż/miejsce parkingowe, winda, taras, pom. użytkowe",meble,"Warszawa, Mokotów, Górny Mokotów, Eko Park",,
4300.0,67.0,,kamienica,2.0,,1912.0,2.0,drewniane,6.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszkanie-w-odremontowanej-kamienicy-ID42Si8,"balkon, winda",,"Warszawa, Śródmieście, Foksal Okolice",,
8500.0,93.4,,apartamentowiec,2.0,,2004.0,3.0,,4.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/piekne-mieszkanie-przy-placu-trzech-krzyzy-ID46TVK,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Śródmieście, Plac Trzech Krzyży",,
14400.0,187.0,,kamienica,5.0,,1930.0,4.0,drewniane,4.0,inne,,"system alarmowy, domofon / wideofon",https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-w-przedwojennej-kamienicy-ID42BC4,"balkon, winda, taras, dwupoziomowe",,"Warszawa, Śródmieście, Mokotowska",,
9900.0,172.37,,blok,6.0,,1975.0,4.0,,5.0,miejskie,,,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-przy-placu-teatralnym-ID42BCn,"garaż/miejsce parkingowe, winda, taras, dwupoziomowe, pom. użytkowe",meble,"Warszawa, Śródmieście, Moliera",,
11000.0,115.0,,apartamentowiec,4.0,inne,2007.0,4.0,,5.0,miejskie,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-na-powislu-z-widokiem-na-park-ID42ss4,"garaż/miejsce parkingowe, winda, taras",,"Warszawa, Śródmieście, Powiśle, Okrąg",,
10000.0,105.0,11000.0,apartamentowiec,3.0,,2018.0,1.0,drewniane,5.0,miejskie,,,https://www.otodom.pl/pl/oferta/apartament-z-prywatna-winda-ID42in0,"balkon, garaż/miejsce parkingowe, winda",meble,"Warszawa, Mokotów, Różana",,
18000.0,125.0,,kamienica,3.0,,1922.0,3.0,,5.0,miejskie,,,https://www.otodom.pl/pl/oferta/apartament-w-najpiekniejszej-kamienicy-w-warszawie-ID40UPc,winda,,"Warszawa, Śródmieście, Górnośląska",,
4500.0,61.0,,kamienica,2.0,,1929.0,1.0,,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/perelka-na-powislu-z-widokiem-na-park-ID43DBU,balkon,,"Warszawa, Śródmieście, Powiśle, Wilanowska",,
